date_reported,date_occ,area_name,crime_cd_description,victim_age,victim_sex,premis_description,weapon_description,status_description,location,lat,lon,time,daytime,day_occured,day_reported,report_delay,report_delay_bin,case,victim
2022-01-16,2022-01-12,Northeast,burglary from vehicle,52,male,street,no weapon,Invest Cont,2300    st george                    st,34.1055,-118.2786,09:30:00,morning,Wednesday,Sunday,4 days,4 days,vehicle burglary/theft,yes
2022-01-17,2022-01-16,Hollywood,intimate partner - simple assault,29,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,1200    gordon                       st,34.0926,-118.3201,23:40:00,late night,Sunday,Monday,1 days,1 days,battery/assault,yes
2022-01-17,2022-01-13,Devonshire,pickpocket,30,male,parking lot,no weapon,Invest Cont,9100    darby                        av,34.2355,-118.5338,15:00:00,afternoon,Thursday,Monday,4 days,4 days,pickpocket/shoplifting,yes
2022-01-18,2022-01-17,Devonshire,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,19600    bryant                       st,34.2273,-118.56,21:30:00,late night,Monday,Tuesday,1 days,1 days,vehicle burglary/theft,no
2022-01-19,2022-01-19,Devonshire,intimate partner - simple assault,52,female,street,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,19200    malden                       st,34.2256,-118.5515,13:55:00,early afternoon,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-01-19,2022-01-19,77th Street,"theft, person",23,female,street,no weapon,Invest Cont,78th                         av,33.9685,-118.2564,14:30:00,afternoon,Wednesday,Wednesday,0 days,0 days,burglary/theft/robbery,yes
2022-01-21,2022-01-21,Pacific,burglary,32,male,single family dwelling,no weapon,Invest Cont,3300    malcolm                      av,34.0268,-118.4163,00:01:00,midnight,Friday,Friday,0 days,0 days,burglary/theft/robbery,yes
2022-01-21,2021-10-21,Central,"vandalism - felony ($400 & over, all church vandalisms)",0,male,condominium/townhouse,no weapon,Invest Cont,800    francisco                    st,34.0473,-118.2641,17:00:00,early evening,Thursday,Friday,92 days,3 months,vandalism,yes
2022-01-21,2022-01-21,West Valley,battery with sexual contact,65,female,sidewalk,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,wilbur,34.2011,-118.5447,12:30:00,early afternoon,Friday,Friday,0 days,0 days,sexual crimes,yes
2022-01-21,2022-01-20,Hollywood,intimate partner - aggravated assault,27,male,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Adult Arrest,1600 n  la brea                      av,34.0998,-118.3447,03:38:00,early morning,Thursday,Friday,1 days,1 days,battery/assault,yes
2022-01-22,2022-01-16,West LA,shoplifting - petty theft ($950 & under),0,male,other business,no weapon,Invest Cont,12000    wilshire                     bl,34.0473,-118.4768,09:00:00,morning,Sunday,Saturday,6 days,6 days,burglary/theft/robbery,yes
2022-01-23,2022-01-23,Mission,intimate partner - simple assault,18,female,park/playground,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,8700    parthenia                    pl,34.229,-118.4654,01:00:00,midnight,Sunday,Sunday,0 days,0 days,battery/assault,yes
2022-01-23,2022-01-23,Hollywood,"assault with deadly weapon, aggravated assault",41,male,sidewalk,semi-automatic pistol,Invest Cont,franklin                     av,34.1052,-118.3252,18:00:00,early evening,Sunday,Sunday,0 days,0 days,battery/assault,yes
2022-01-23,2022-01-22,West Valley,vehicle - stolen,0,no victim,garage/carport,no weapon,Invest Cont,19100    sherman                      wy,34.201,-118.5491,18:00:00,early evening,Saturday,Sunday,1 days,1 days,vehicle burglary/theft,no
2022-01-24,2022-01-23,Harbor,burglary,0,no victim,church/chapel (changed 03-03 from church/temple),no weapon,Invest Cont,25500    vermont                      av,33.7928,-118.2909,21:30:00,late night,Sunday,Monday,1 days,1 days,burglary/theft/robbery,no
2022-01-25,2022-01-24,Foothill,"assault with deadly weapon, aggravated assault",39,male,single family dwelling,folding knife,Adult Arrest,8600    robert                       av,34.2253,-118.3706,23:30:00,late night,Monday,Tuesday,1 days,1 days,battery/assault,yes
2022-01-25,2022-01-25,N Hollywood,battery - simple assault,60,female,street,unknown weapon/other weapon,Invest Cont,chandler,34.1689,-118.3781,13:00:00,early afternoon,Tuesday,Tuesday,0 days,0 days,battery/assault,yes
2022-01-25,2022-01-25,Wilshire,"assault with deadly weapon, aggravated assault",0,no victim,parking lot,hand gun,Invest Cont,4000 w  washington                   bl,34.0399,-118.3272,13:10:00,early afternoon,Tuesday,Tuesday,0 days,0 days,battery/assault,no
2022-01-25,2021-11-15,Hollywood,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",45,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,1600 n  fairfax                      av,34.0999,-118.3616,14:00:00,afternoon,Monday,Tuesday,71 days,2 months,"crimes with firearms, bombs etc.",yes
2022-01-26,2022-01-13,Van Nuys,theft of identity,73,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,7300    lennox                       av,34.203,-118.4458,17:27:00,early evening,Thursday,Wednesday,13 days,13 days,burglary/theft/robbery,yes
2022-01-26,2022-01-25,Harbor,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,200 n  avalon                       bl,33.7739,-118.2678,21:00:00,late night,Tuesday,Wednesday,1 days,1 days,vehicle burglary/theft,no
2022-01-26,2022-01-26,Newton,theft plain - petty ($950 & under),38,female,street,no weapon,Invest Cont,1100 e  pico                         bl,34.0304,-118.2484,01:10:00,midnight,Wednesday,Wednesday,0 days,0 days,burglary/theft/robbery,yes
2022-01-26,2022-01-26,Harbor,battery - simple assault,51,male,street,"strong-arm (hands, fist, feet or bodily force)",Adult Other,anaheim,33.782,-118.2294,18:00:00,early evening,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-01-27,2022-01-27,Newton,battery - simple assault,27,male,single family dwelling,unknown weapon/other weapon,Invest Cont,148th                        st,33.9786,-118.2761,08:00:00,morning,Thursday,Thursday,0 days,0 days,battery/assault,yes
2022-01-28,2022-01-28,Mission,burglary,34,female,condominium/townhouse,no weapon,Adult Arrest,8900    burnet                       av,34.2319,-118.4633,10:40:00,morning,Friday,Friday,0 days,0 days,burglary/theft/robbery,yes
2022-01-29,2022-01-27,N Hollywood,burglary from vehicle,24,female,driveway,no weapon,Invest Cont,5600    bakman                       av,34.1722,-118.3779,02:10:00,midnight,Thursday,Saturday,2 days,2 days,vehicle burglary/theft,yes
2022-01-29,2022-01-28,Northeast,burglary,0,no victim,restaurant/fast food,no weapon,Invest Cont,3200    los feliz                    bl,34.1207,-118.2641,04:00:00,early morning,Friday,Saturday,1 days,1 days,burglary/theft/robbery,no
2022-01-30,2021-11-09,Hollywood,"embezzlement, grand theft ($950.01 & over)",0,no victim,parking lot,no weapon,Invest Cont,1300 n  highland                     av,34.1006,-118.3417,11:05:00,late morning,Tuesday,Sunday,82 days,2 months,burglary/theft/robbery,no
2022-01-31,2022-01-31,Newton,criminal threats - no weapon displayed,68,female,single family dwelling,verbal threat,Adult Arrest,100 e  66th                         st,33.9796,-118.2739,06:30:00,early morning,Monday,Monday,0 days,0 days,threats,yes
2022-01-31,2022-01-29,Mission,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,15000    astoria                      st,34.2943,-118.4578,09:00:00,morning,Saturday,Monday,2 days,2 days,vehicle burglary/theft,no
2022-01-31,2022-01-31,Hollenbeck,"assault with deadly weapon, aggravated assault",42,female,entertainment/comedy club (other),unknown weapon/other weapon,Adult Arrest,1000 e  cesar e chavez               av,34.0541,-118.2251,02:00:00,midnight,Monday,Monday,0 days,0 days,battery/assault,yes
2022-02-01,2022-01-31,77th Street,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,1800 w  70th                         st,33.9762,-118.309,18:00:00,early evening,Monday,Tuesday,1 days,1 days,vehicle burglary/theft,no
2022-02-02,2022-01-06,Southeast,theft of identity,39,female,single family dwelling,no weapon,Invest Cont,1500 e  112th                        st,33.9332,-118.2485,17:00:00,early evening,Thursday,Wednesday,27 days,27 days,burglary/theft/robbery,yes
2022-02-02,2022-01-19,Van Nuys,unauthorized computer access,57,male,single family dwelling,no weapon,Invest Cont,6300    costello                     av,34.1849,-118.4378,06:00:00,early morning,Wednesday,Wednesday,14 days,14 days,others,yes
2022-02-02,2022-02-01,Hollywood,robbery,28,male,transitional housing/halfway house,other knife,Adult Other,1400 n  martel                       av,34.0965,-118.3507,14:00:00,afternoon,Tuesday,Wednesday,1 days,1 days,burglary/theft/robbery,yes
2022-02-02,2022-02-02,Olympic,"assault with deadly weapon, aggravated assault",30,male,"multi-unit dwelling (apartment, duplex, etc)",unknown weapon/other weapon,Invest Cont,900 s  oxford                       av,34.0559,-118.3078,08:00:00,morning,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-02-03,2021-11-16,Topanga,"embezzlement, grand theft ($950.01 & over)",0,no victim,other business,no weapon,Adult Other,21300    sherman                      wy,34.201,-118.5955,16:10:00,late afternoon,Tuesday,Thursday,79 days,2 months,burglary/theft/robbery,no
2022-02-03,2022-02-03,Wilshire,robbery,48,male,sidewalk,hand gun,Invest Cont,900 n  la cienega                   bl,34.087,-118.3764,01:30:00,midnight,Thursday,Thursday,0 days,0 days,burglary/theft/robbery,yes
2022-02-03,2022-01-31,West LA,bike - stolen,32,male,balcony*,no weapon,Invest Cont,1900    selby                        av,34.0498,-118.4328,18:00:00,early evening,Monday,Thursday,3 days,3 days,cases on bike(s),yes
2022-02-03,2022-02-03,Wilshire,theft of identity,24,female,banking inside market-store *,no weapon,Invest Cont,2100 s  cochran                      av,34.0396,-118.3556,09:00:00,morning,Thursday,Thursday,0 days,0 days,burglary/theft/robbery,yes
2022-02-05,2022-02-04,Harbor,theft from motor vehicle - grand ($950.01 and over),51,female,street,no weapon,Invest Cont,800 e  opp                          st,33.7833,-118.2528,21:00:00,late night,Friday,Saturday,1 days,1 days,vehicle burglary/theft,yes
2022-02-06,2022-02-06,Olympic,theft plain - petty ($950 & under),44,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,3900    wilshire                     bl,34.0617,-118.3115,14:45:00,afternoon,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,yes
2022-02-06,2022-02-06,Southeast,vandalism - misdeameanor ($399 or under),18,female,street,no weapon,Invest Cont,1600 e  92nd                         st,33.9533,-118.246,19:00:00,evening,Sunday,Sunday,0 days,0 days,vandalism,yes
2022-02-07,2022-02-05,Hollywood,vehicle - stolen,0,no victim,driveway,no weapon,Invest Cont,5600    hill oak                     dr,34.1123,-118.3113,02:37:00,midnight,Saturday,Monday,2 days,2 days,vehicle burglary/theft,no
2022-02-07,2022-02-06,Northeast,theft plain - petty ($950 & under),0,no victim,drug store,no weapon,Invest Cont,2500    glendale                     bl,34.1025,-118.2592,21:15:00,late night,Sunday,Monday,1 days,1 days,burglary/theft/robbery,no
2022-02-08,2022-02-08,Olympic,robbery,0,male,street,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,12th,34.0457,-118.2878,16:20:00,late afternoon,Tuesday,Tuesday,0 days,0 days,burglary/theft/robbery,yes
2022-02-08,2020-09-08,Pacific,theft of identity,31,female,single family dwelling,no weapon,Invest Cont,13200    fiji                         wy,33.981,-118.4332,15:35:00,afternoon,Tuesday,Tuesday,518 days,over a year,burglary/theft/robbery,yes
2022-02-08,2022-02-08,Hollywood,burglary from vehicle,33,female,parking lot,no weapon,Invest Cont,3200    canyon                       dr,34.1201,-118.3163,13:00:00,early afternoon,Tuesday,Tuesday,0 days,0 days,vehicle burglary/theft,yes
2022-02-08,2022-02-08,Pacific,theft of identity,30,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,3700 s  sepulveda                    bl,34.015,-118.4188,09:32:00,morning,Tuesday,Tuesday,0 days,0 days,burglary/theft/robbery,yes
2022-02-09,2022-02-09,Southwest,battery - simple assault,54,male,sidewalk,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,3800 s  bronson                      av,34.0155,-118.334,10:00:00,morning,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-02-09,2022-02-08,Northeast,vehicle - stolen,0,no victim,street,no weapon,Adult Other,1500 n  mariposa                     av,34.0981,-118.2994,19:00:00,evening,Tuesday,Wednesday,1 days,1 days,vehicle burglary/theft,no
2022-02-11,2022-02-11,Newton,"assault with deadly weapon, aggravated assault",21,female,gas station,stun gun,Invest Cont,300 w  gage                         av,33.9824,-118.2783,02:30:00,midnight,Friday,Friday,0 days,0 days,battery/assault,yes
2022-02-11,2022-02-11,Hollenbeck,battery - simple assault,37,male,mta bus,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,monterey                     rd,34.0858,-118.1875,14:45:00,afternoon,Friday,Friday,0 days,0 days,battery/assault,yes
2022-02-13,2022-02-13,Foothill,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,13600    louvre                       st,34.2671,-118.4305,00:05:00,midnight,Sunday,Sunday,0 days,0 days,vehicle burglary/theft,no
2022-02-13,2022-02-12,N Hollywood,"assault with deadly weapon, aggravated assault",51,male,bar/sports bar (open day & night),"strong-arm (hands, fist, feet or bodily force)",Invest Cont,11100    magnolia                     bl,34.1649,-118.3725,04:00:00,early morning,Saturday,Sunday,1 days,1 days,battery/assault,yes
2022-02-13,2022-02-13,Hollenbeck,"assault with deadly weapon, aggravated assault",28,female,driveway,club/bat,Adult Other,3400 e  4th                          st,34.034,-118.1969,07:20:00,morning,Sunday,Sunday,0 days,0 days,battery/assault,yes
2022-02-14,2022-02-14,Mission,"vandalism - felony ($400 & over, all church vandalisms)",23,female,parking lot,no weapon,Invest Cont,15000    tupper                       st,34.2392,-118.4588,07:00:00,morning,Monday,Monday,0 days,0 days,vandalism,yes
2022-02-14,2022-02-02,Rampart,theft of identity,34,male,"government facility (federal,state, county & city)",no weapon,Invest Cont,2400 w  6th                          st,34.0612,-118.2785,06:00:00,early morning,Wednesday,Monday,12 days,12 days,burglary/theft/robbery,yes
2022-02-15,2022-02-15,77th Street,"rape, forcible",18,female,apartment/condo common laundry room,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,2000 w  70th                         st,33.9762,-118.3134,16:00:00,late afternoon,Tuesday,Tuesday,0 days,0 days,sexual crimes,yes
2022-02-16,2022-02-13,Devonshire,theft from motor vehicle - grand ($950.01 and over),51,male,vacant lot,no weapon,Invest Cont,20200    rinaldi                      st,34.2748,-118.5791,14:15:00,afternoon,Sunday,Wednesday,3 days,3 days,vehicle burglary/theft,yes
2022-02-16,2022-02-12,Foothill,theft from motor vehicle - grand ($950.01 and over),26,male,"electronics store (ie:radio shack, etc.)",no weapon,Invest Cont,13500    paxton                       st,34.2732,-118.4268,16:00:00,late afternoon,Saturday,Wednesday,4 days,4 days,vehicle burglary/theft,yes
2022-02-17,2022-02-17,West Valley,battery - simple assault,17,male,patio*,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,6000    woodley                      av,34.1761,-118.4782,19:00:00,evening,Thursday,Thursday,0 days,0 days,battery/assault,yes
2022-02-17,2022-02-16,Pacific,burglary from vehicle,41,male,condominium/townhouse,no weapon,Invest Cont,8700    belford                      av,33.9582,-118.384,19:45:00,evening,Wednesday,Thursday,1 days,1 days,vehicle burglary/theft,yes
2022-02-17,2022-02-16,Topanga,vehicle - stolen,0,no victim,parking lot,no weapon,Invest Cont,20200    roscoe                       bl,34.2202,-118.5732,23:00:00,late night,Wednesday,Thursday,1 days,1 days,vehicle burglary/theft,no
2022-02-18,2022-02-18,Newton,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,6200    wall                         st,33.9833,-118.2718,14:30:00,afternoon,Friday,Friday,0 days,0 days,vehicle burglary/theft,no
2022-02-20,2022-02-20,Harbor,"assault with deadly weapon, aggravated assault",23,no victim,street,pipe/metal pipe,Invest Cont,900 w  m                            st,33.7886,-118.2738,09:00:00,morning,Sunday,Sunday,0 days,0 days,battery/assault,no
2022-02-20,2022-02-20,Devonshire,trespassing,0,no victim,"government facility (federal,state, county & city)",no weapon,Invest Cont,18800    parthenia                    st,34.2282,-118.5427,15:35:00,afternoon,Sunday,Sunday,0 days,0 days,trespassing,no
2022-02-21,2022-02-21,West LA,"assault with deadly weapon, aggravated assault",62,male,other business,knife with blade 6inches or less,Adult Other,bundy                        dr,34.0341,-118.4525,01:20:00,midnight,Monday,Monday,0 days,0 days,battery/assault,yes
2022-02-21,2021-02-22,Mission,theft of identity,25,female,single family dwelling,no weapon,Invest Cont,13700    hubbard                      st,34.3065,-118.4314,11:20:00,late morning,Monday,Monday,364 days,12 months,burglary/theft/robbery,yes
2022-02-22,2022-02-21,Topanga,burglary,30,male,other business,no weapon,Adult Other,21300    saticoy                      st,34.2083,-118.5955,03:25:00,early morning,Monday,Tuesday,1 days,1 days,burglary/theft/robbery,yes
2022-02-22,2022-02-22,77th Street,"shots fired at moving vehicle, train or aircraft",0,male,street,unknown firearm,Invest Cont,59th                         pl,33.9864,-118.2893,03:30:00,early morning,Tuesday,Tuesday,0 days,0 days,"crimes with firearms, bombs etc.",yes
2022-02-22,2022-02-10,Foothill,"vandalism - felony ($400 & over, all church vandalisms)",58,female,driveway,no weapon,Invest Cont,9900    keswick                      st,34.2102,-118.3468,10:30:00,morning,Thursday,Tuesday,12 days,12 days,vandalism,yes
2022-02-23,2022-01-01,Pacific,"embezzlement, grand theft ($950.01 & over)",0,no victim,other business,no weapon,Invest Cont,8700    bellanca                     av,33.9586,-118.3805,13:00:00,early afternoon,Saturday,Wednesday,53 days,1 months,burglary/theft/robbery,no
2022-02-23,2022-02-23,Newton,vandalism - misdeameanor ($399 or under),59,female,"vehicle, passenger/truck",no weapon,Invest Cont,200 e  43rd                         st,34.0057,-118.2714,12:40:00,early afternoon,Wednesday,Wednesday,0 days,0 days,vandalism,yes
2022-02-24,2022-02-24,Topanga,theft from motor vehicle - grand ($950.01 and over),80,male,driveway,no weapon,Invest Cont,22600    burton                       st,34.2185,-118.6191,02:50:00,midnight,Thursday,Thursday,0 days,0 days,vehicle burglary/theft,yes
2022-02-24,2022-01-31,Devonshire,burglary from vehicle,58,female,parking underground/building,no weapon,Invest Cont,16600    devonshire                   st,34.2575,-118.4936,10:00:00,morning,Monday,Thursday,24 days,24 days,vehicle burglary/theft,yes
2022-02-25,2022-02-23,Hollywood,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",63,female,single family dwelling,no weapon,Invest Cont,7700    hollywood                    bl,34.1146,-118.3607,12:00:00,early afternoon,Wednesday,Friday,2 days,2 days,"crimes with firearms, bombs etc.",yes
2022-02-25,2022-02-25,Central,discharge firearms/shots fired,0,no victim,street,rifle,Adult Arrest,700 s  spring                       st,34.0445,-118.2523,01:30:00,midnight,Friday,Friday,0 days,0 days,"crimes with firearms, bombs etc.",no
2022-02-25,2022-02-25,Devonshire,theft from motor vehicle - grand ($950.01 and over),57,male,garage/carport,no weapon,Invest Cont,9400    mason                        av,34.2411,-118.5798,03:00:00,early morning,Friday,Friday,0 days,0 days,vehicle burglary/theft,yes
2022-02-25,2022-02-25,Rampart,burglary from vehicle,36,male,parking underground/building,no weapon,Invest Cont,200 n  bixel                        st,34.0628,-118.2553,14:15:00,afternoon,Friday,Friday,0 days,0 days,vehicle burglary/theft,yes
2022-02-26,2022-02-24,Rampart,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,carroll                      av,34.0689,-118.255,19:00:00,evening,Thursday,Saturday,2 days,2 days,vehicle burglary/theft,no
2022-02-26,2022-02-22,Hollywood,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,7000    hawthorne                    av,34.1006,-118.3417,15:00:00,afternoon,Tuesday,Saturday,4 days,4 days,vehicle burglary/theft,no
2022-02-27,2022-02-27,N Hollywood,theft from motor vehicle - grand ($950.01 and over),0,male,single family dwelling,no weapon,Invest Cont,6900    babcock                      av,34.196,-118.4073,00:01:00,midnight,Sunday,Sunday,0 days,0 days,vehicle burglary/theft,yes
2022-02-28,2022-02-27,Topanga,burglary from vehicle,45,male,street,no weapon,Invest Cont,21600    roscoe                       bl,34.2198,-118.6003,19:00:00,evening,Sunday,Monday,1 days,1 days,vehicle burglary/theft,yes
2022-02-28,2022-02-28,77th Street,vehicle - stolen,0,no victim,parking lot,no weapon,Adult Arrest,5500 s  vermont                      av,33.9923,-118.2915,09:55:00,morning,Monday,Monday,0 days,0 days,vehicle burglary/theft,no
2022-03-01,2022-03-01,Southwest,theft of identity,30,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,2500    13th                         av,34.0343,-118.3319,08:00:00,morning,Tuesday,Tuesday,0 days,0 days,burglary/theft/robbery,yes
2022-03-01,2022-03-01,77th Street,theft of identity,45,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,6500    brynhurst                    av,33.9806,-118.3338,02:10:00,midnight,Tuesday,Tuesday,0 days,0 days,burglary/theft/robbery,yes
2022-03-01,2022-03-01,Wilshire,criminal threats - no weapon displayed,61,male,street,verbal threat,Invest Cont,3rd                          st,34.084,-118.3547,10:45:00,morning,Tuesday,Tuesday,0 days,0 days,threats,yes
2022-03-01,2022-03-01,Wilshire,burglary from vehicle,29,female,parking lot,no weapon,Invest Cont,4600    venice                       bl,34.047,-118.3372,00:30:00,midnight,Tuesday,Tuesday,0 days,0 days,vehicle burglary/theft,yes
2022-03-01,2021-11-10,Hollywood,sodomy/sexual contact b/w penis of one pers to anus oth,27,male,single family dwelling,unknown weapon/other weapon,Invest Cont,6500    la mirada                    av,34.0935,-118.331,01:00:00,midnight,Wednesday,Tuesday,111 days,3 months,sexual crimes,yes
2022-03-02,2022-02-27,Southeast,theft of identity,24,female,single family dwelling,no weapon,Invest Cont,1800 e  104th                        st,33.9415,-118.2406,17:20:00,early evening,Sunday,Wednesday,3 days,3 days,burglary/theft/robbery,yes
2022-03-02,2022-02-18,Rampart,crm agnst chld (13 or under) (14-15 & susp 10 yrs older),13,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,200    lucas                        av,34.0609,-118.26,15:00:00,afternoon,Friday,Wednesday,12 days,12 days,criminality towards underage,yes
2022-03-02,2021-11-19,Olympic,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",71,male,office building/office,no weapon,Invest Cont,3600    wilshire                     bl,34.0617,-118.3031,17:10:00,early evening,Friday,Wednesday,103 days,3 months,"crimes with firearms, bombs etc.",yes
2022-03-03,2022-03-03,Harbor,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,other business,no weapon,Adult Arrest,1400 n  avalon                       bl,33.7948,-118.2694,14:35:00,afternoon,Thursday,Thursday,0 days,0 days,vandalism,no
2022-03-04,2022-02-25,Foothill,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",67,male,other premise,no weapon,Invest Cont,la tuna canyon               rd,34.235,-118.2905,15:30:00,afternoon,Friday,Friday,7 days,7 days,"crimes with firearms, bombs etc.",yes
2022-03-04,2022-03-03,Foothill,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,kewen,34.2542,-118.4185,21:00:00,late night,Thursday,Friday,1 days,1 days,vehicle burglary/theft,no
2022-03-04,2022-03-03,Hollenbeck,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,3400    whittier                     bl,34.0278,-118.201,22:00:00,late night,Thursday,Friday,1 days,1 days,vehicle burglary/theft,no
2022-03-04,2022-03-03,Hollywood,"embezzlement, grand theft ($950.01 & over)",0,no victim,other business,no weapon,Invest Cont,1400 n  highland                     av,34.1006,-118.3417,17:00:00,early evening,Thursday,Friday,1 days,1 days,burglary/theft/robbery,no
2022-03-05,2022-03-05,Hollywood,battery - simple assault,41,male,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,1600 n  western                      av,34.1001,-118.3092,15:20:00,afternoon,Saturday,Saturday,0 days,0 days,battery/assault,yes
2022-03-06,2022-03-05,Van Nuys,purse snatching - attempt,28,female,other premise,no weapon,Invest Cont,7000 n  sepulveda                    bl,34.1975,-118.4662,21:45:00,late night,Saturday,Sunday,1 days,1 days,pickpocket/shoplifting,yes
2022-03-06,2022-03-06,Wilshire,battery - simple assault,30,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,4500    st charles                   pl,34.0443,-118.3354,02:00:00,midnight,Sunday,Sunday,0 days,0 days,battery/assault,yes
2022-03-07,2022-03-07,Foothill,theft plain - petty ($950 & under),49,female,single family dwelling,no weapon,Adult Other,7100    shadygrove                   st,34.2473,-118.2868,01:45:00,midnight,Monday,Monday,0 days,0 days,burglary/theft/robbery,yes
2022-03-08,2022-03-08,Central,"vehicle, stolen - other (motorized scooters, bikes, etc)",37,male,office building/office,no weapon,Invest Cont,800 s  figueroa                     st,34.0483,-118.2631,17:30:00,early evening,Tuesday,Tuesday,0 days,0 days,vehicle burglary/theft,yes
2022-03-08,2022-03-07,Foothill,theft from motor vehicle - grand ($950.01 and over),43,male,street,no weapon,Invest Cont,13400    remington                    st,34.2549,-118.4247,19:30:00,evening,Monday,Tuesday,1 days,1 days,vehicle burglary/theft,yes
2022-03-09,2022-03-09,Van Nuys,theft from motor vehicle - grand ($950.01 and over),48,male,junior high school,no weapon,Invest Cont,magnolia                     bl,34.1649,-118.4301,09:00:00,morning,Wednesday,Wednesday,0 days,0 days,vehicle burglary/theft,yes
2022-03-09,2022-03-09,Newton,burglary,18,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,300 w  adams                        bl,34.0289,-118.2686,14:45:00,afternoon,Wednesday,Wednesday,0 days,0 days,burglary/theft/robbery,yes
2022-03-09,2022-03-09,Olympic,intimate partner - aggravated assault,29,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Adult Other,600 n  oxford                       av,34.0817,-118.308,10:00:00,morning,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-03-10,2021-07-01,Hollenbeck,theft of identity,23,female,other business,no weapon,Invest Cont,4300    van horne                    av,34.0957,-118.1695,16:00:00,late afternoon,Thursday,Thursday,252 days,8 months,burglary/theft/robbery,yes
2022-03-10,2022-03-10,Hollywood,burglary,43,female,single family dwelling,no weapon,Adult Other,6600    de longpre                   av,34.0962,-118.3332,15:55:00,afternoon,Thursday,Thursday,0 days,0 days,burglary/theft/robbery,yes
2022-03-10,2022-03-03,Newton,theft of identity,33,female,cyberspace,no weapon,Invest Cont,100 e  62nd                         st,33.9833,-118.2739,00:01:00,midnight,Thursday,Thursday,7 days,7 days,burglary/theft/robbery,yes
2022-03-11,2022-03-08,Newton,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,5300 s  broadway,33.9942,-118.2783,22:00:00,late night,Tuesday,Friday,3 days,3 days,vehicle burglary/theft,no
2022-03-11,2022-03-02,Southeast,theft of identity,31,female,single family dwelling,no weapon,Invest Cont,900 w  88th                         st,33.958,-118.2894,00:12:00,midnight,Wednesday,Friday,9 days,9 days,burglary/theft/robbery,yes
2022-03-11,2022-03-11,Van Nuys,battery - simple assault,26,female,hospital,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,4900    van nuys                     bl,34.1603,-118.4399,12:30:00,early afternoon,Friday,Friday,0 days,0 days,battery/assault,yes
2022-03-11,2022-03-11,West Valley,attempted robbery,28,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,7500    canby                        av,34.2066,-118.5339,01:50:00,midnight,Friday,Friday,0 days,0 days,burglary/theft/robbery,yes
