ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Name:
0x6536,COIMBRES16DEL02,20.0,4.8,11.010375,76.95295,11.090375,77.03295,02-03-2022,18:10,18:25,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0xb0b8,INDORES05DEL02,25.0,4.7,22.727021,75.884167,22.777021,75.934167,03-03-2022,17:25,17:40,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,object
0x72e1,PUNERES04DEL02,26.0,4.8,18.51421,73.838429,18.53421,73.858429,30-03-2022,11:10,11:20,Windy,High,1,Snack,motorcycle,0.0,No,Metropolitian,object
0x5b2a,CHENRES09DEL01,29.0,4.8,13.044694,80.26147,13.114694,80.33147,23-03-2022,23:60,24:15,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x2f6e,PUNERES02DEL02,31.0,4.0,18.55144,73.804855,18.60144,73.854855,07-03-2022,19:30,19:40,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,object
0x6719,VADRES18DEL01,25.0,4.6,0.0,0.0,0.04,0.04,21-03-2022,15:55,16:05,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x398e,BANGRES19DEL01,27.0,4.6,12.914264,77.6784,13.024264,77.7884,02-04-2022,18:55,19:10,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,object
0x2774,MYSRES01DEL01,22.0,4.9,12.311072,76.654878,12.421072,76.764878,27-03-2022,22:25,22:40,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,object
0x121e,HYDRES19DEL02,25.0,4.7,17.458998,78.500366,17.508998,78.550366,05-03-2022,22:35,22:45,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,object
0x953d,INDORES13DEL01,33.0,4.5,22.745049,75.892471,22.815049,75.962471,20-03-2022,18:20,18:30,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,object
0x7e19,CHENRES11DEL03,31.0,3.0,13.064181,80.236442,13.154181,80.326442,18-03-2022,22:40,22:45,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,object
0x17f2,JAPRES02DEL02,29.0,5.0,26.914142,75.805704,26.934142,75.825704,30-03-2022,9:20,9:35,Sunny,Low,2,Meal,motorcycle,1.0,No,Urban,object
0xce31,ALHRES12DEL01,34.0,4.6,25.443994,81.860187,25.483994,81.900187,13-02-2022,15:25,15:30,Windy,Medium,1,Buffet,scooter,1.0,No,Urban,object
0x7336,JAPRES18DEL03,39.0,4.7,26.913987,75.752891,26.973987,75.812891,03-03-2022,21:60,22:05,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,object
0x8169,JAPRES09DEL01,21.0,4.6,26.911378,75.789034,26.921378,75.799034,05-03-2022,8:30,8:45,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0xc880,BHPRES13DEL02,24.0,4.7,23.230791,77.43702,23.360791,77.56702,12-02-2022,17:35,17:40,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,object
0xb003,PUNERES15DEL02,33.0,4.9,18.636215,73.751081,18.716215,73.831081,04-04-2022,18:45,18:50,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0xb4e9,VADRES11DEL01,22.0,4.6,22.308096,73.167753,22.348096,73.207753,24-03-2022,14:10,14:25,Cloudy,High,2,Buffet,motorcycle,1.0,No,Urban,object
0x7a5e,SURRES20DEL03,39.0,4.8,21.15276,72.778059,21.21276,72.838059,03-04-2022,22:15,22:30,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,object
0x1d69,SURRES02DEL03,29.0,5.0,21.186608,72.794136,21.216608,72.824136,21-03-2022,18:10,18:25,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,object
0x9393,RANCHIRES12DEL03,34.0,4.0,0.0,0.0,0.03,0.03,05-04-2022,21:60,22:05,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,object
0x3478,RANCHIRES03DEL01,25.0,4.7,0.0,0.0,0.04,0.04,11-03-2022,15:50,15:60,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,object
0x7d26,COIMBRES16DEL02,26.0,4.8,11.010375,76.95295,11.140375,77.08295,08-03-2022,21:15,21:25,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,object
0xc336,KOLRES14DEL02,23.0,4.7,22.552996,88.35231,22.632996,88.43231,18-02-2022,19:50,19:55,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,object
0xac58,VADRES20DEL02,36.0,4.9,22.311358,73.164798,22.361358,73.214798,13-03-2022,20:50,20:55,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,object
0x45e1,BANGRES18DEL02,22.0,4.5,12.913041,77.683237,12.963041,77.733237,03-04-2022,22:25,22:30,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,object
0x77a8,JAPRES04DEL01,22.0,4.8,26.902328,75.794257,26.972328,75.864257,04-04-2022,22:45,22:60,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x6e9f,RANCHIRES14DEL02,35.0,4.6,0.0,0.0,0.13,0.13,08-03-2022,18:30,18:45,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,object
0x5e50,CHENRES02DEL01,30.0,4.8,13.086438,80.220672,13.196438,80.330672,29-03-2022,18:45,18:60,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,object
0x83a5,MUMRES05DEL01,25.0,4.5,18.927584,72.832585,18.937584,72.842585,30-03-2022,8:20,8:30,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,object
0xd106,BHPRES06DEL03,22.0,4.7,23.232357,77.429989,23.322357,77.519989,12-02-2022,19:35,19:50,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,object
0xa3f4,COIMBRES08DEL01,24.0,4.8,11.001852,76.976268,11.111852,77.086268,27-03-2022,19:25,19:35,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0x4efb,CHENRES15DEL02,30.0,4.9,13.026286,80.275235,13.106286,80.355235,16-03-2022,17:45,17:50,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x665d,COIMBRES04DEL03,28.0,4.3,11.024839,77.007003,11.114839,77.097003,18-03-2022,21:10,21:25,Cloudy,Jam,2,Meal,scooter,2.0,Yes,Metropolitian,object
0x4ff5,JAPRES16DEL01,25.0,5.0,26.849596,75.800512,26.919596,75.870512,16-03-2022,18:25,18:40,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,object
0x8f6e,CHENRES13DEL02,29.0,4.6,13.027018,80.254791,13.047018,80.274791,17-03-2022,9:40,9:55,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,object
0xcfb9,KOLRES09DEL03,32.0,4.4,22.515082,88.36783,22.605082,88.45783,18-02-2022,21:20,21:35,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,object
0x7ba2,PUNERES20DEL01,31.0,4.0,18.592718,73.773572,18.602718,73.783572,30-03-2022,11:40,11:50,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,object
0xb831,SURRES15DEL01,24.0,4.5,21.160522,72.771477,21.170522,72.781477,28-03-2022,8:50,9:05,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,object
0x4b72,JAPRES15DEL02,23.0,4.6,26.891191,75.802083,26.941191,75.852083,15-03-2022,21:55,22:10,Fog,Jam,2,Drinks,electric_scooter,0.0,No,Urban,object
0x4d81,PUNERES18DEL02,30.0,4.7,18.593481,73.785901,18.723481,73.915901,16-03-2022,18:35,18:50,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,object
0x2650,VADRES15DEL02,28.0,4.9,0.0,0.0,0.08,0.08,12-03-2022,22:10,22:15,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x59d3,HYDRES02DEL02,39.0,4.6,17.41233,78.449654,17.43233,78.469654,03-04-2022,11:20,11:25,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,object
0x69cd,JAPRES09DEL02,25.0,4.9,26.911378,75.789034,26.931378,75.809034,24-03-2022,9:10,9:25,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0x3de5,SURRES010DEL01,34.0,4.0,21.17106,72.789292,21.28106,72.899292,06-03-2022,20:60,21:10,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,Semi-Urban,object
0x7f51,MYSRES09DEL01,25.0,4.8,12.323194,76.630583,12.333194,76.640583,05-03-2022,10:20,10:25,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,object
0xcd70,AURGRES11DEL03,37.0,4.5,0.0,0.0,0.03,0.03,15-02-2022,17:20,17:30,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,object
0xdd41,BHPRES010DEL03,38.0,4.6,23.266261,77.379605,23.356261,77.469605,12-02-2022,23:25,23:30,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x41e0,BANGRES010DEL03,22.0,4.6,12.933298,77.614293,13.023298,77.704293,23-03-2022,17:60,18:05,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,object
0x3e00,SURRES11DEL03,32.0,4.9,21.157735,72.768778,21.247735,72.858778,14-03-2022,21:20,21:25,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,object
0x44a5,HYDRES18DEL03,37.0,5.0,17.450851,78.379347,17.480851,78.409347,15-03-2022,21:25,21:40,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x70fd,PUNERES02DEL02,33.0,5.0,18.55144,73.804855,18.63144,73.884855,27-03-2022,22:60,23:15,Sunny,Low,1,Meal,scooter,1.0,No,Urban,object
0x37ab,RANCHIRES01DEL02,38.0,3.5,23.416792,85.316842,23.546792,85.446842,04-03-2022,21:60,22:10,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,object
0xd834,GOARES20DEL02,36.0,4.7,0.0,0.0,0.02,0.02,13-02-2022,11:10,11:15,Stormy,High,0,Snack,motorcycle,0.0,No,Metropolitian,object
0x4af0,PUNERES16DEL01,28.0,4.7,18.536718,73.830327,18.646718,73.940327,20-03-2022,22:55,22:60,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,object
0x941d,VADRES08DEL01,25.0,4.6,0.0,0.0,0.01,0.01,03-04-2022,11:15,11:30,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,object
0x5a31,INDORES02DEL01,27.0,4.6,22.651847,75.881991,22.761847,75.991991,06-03-2022,17:55,18:10,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,object
0x72c6,JAPRES01DEL03,23.0,4.0,26.90519,75.810753,27.04519,75.950753,18-03-2022,21:40,21:45,Cloudy,Jam,2,Drinks,scooter,2.0,No,Urban,object
0x623d,JAPRES18DEL01,28.0,4.5,26.913987,75.752891,27.023987,75.862891,18-03-2022,21:50,21:60,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Semi-Urban,object
0x659,PUNERES01DEL02,30.0,3.5,18.569156,73.774723,18.699156,73.904723,29-03-2022,22:60,23:10,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,object
0xca94,KNPRES20DEL02,24.0,4.6,26.47,80.35,26.6,80.48,12-02-2022,17:15,17:20,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xb80a,HYDRES010DEL01,37.0,4.8,17.428294,78.404423,17.468294,78.444423,21-03-2022,16:55,17:10,Sunny,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,object
0xd0ee,LUDHRES14DEL02,31.0,4.7,30.892978,75.821847,30.942978,75.871847,15-02-2022,18:10,18:20,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,object
0xb30e,JAPRES08DEL03,20.0,4.8,26.910262,75.783013,27.000262,75.873013,18-03-2022,22:30,22:45,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,object
0x3767,BANGRES20DEL01,25.0,4.8,12.972161,77.596014,12.982161,77.606014,24-03-2022,8:20,8:30,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,object
0xcf81,KOLRES20DEL03,26.0,4.9,22.514119,88.362504,22.544119,88.392504,13-02-2022,20:35,20:50,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Urban,object
0x8855,JAPRES02DEL02,36.0,5.0,26.914142,75.805704,27.044142,75.935704,27-03-2022,17:25,17:35,Fog,Medium,0,Buffet,motorcycle,3.0,No,Metropolitian,object
0x6b26,SURRES18DEL01,22.0,4.8,21.149834,72.778666,21.259834,72.888666,20-03-2022,17:30,17:35,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,object
0xc822,DEHRES13DEL03,34.0,4.2,30.366322,78.070453,30.396322,78.100453,13-02-2022,21:55,22:10,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x8cb9,JAPRES12DEL03,26.0,4.7,26.902908,75.792934,26.932908,75.822934,17-03-2022,21:25,21:35,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0x2cc3,BANGRES12DEL01,28.0,4.8,12.939496,77.625999,13.009496,77.695999,08-03-2022,23:40,23:55,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0x83e3,PUNERES04DEL02,30.0,4.2,18.51421,73.838429,18.64421,73.968429,31-03-2022,17:35,17:50,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0x5d54,SURRES03DEL03,31.0,4.9,21.186884,72.793616,21.216884,72.823616,11-03-2022,19:50,19:60,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,object
0x2cbd,COIMBRES06DEL03,27.0,4.6,11.021278,76.995017,11.111278,77.085017,18-03-2022,20:35,20:45,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,object
0x7e48,SURRES18DEL03,28.0,5.0,21.149834,72.778666,21.179834,72.808666,01-04-2022,22:25,22:35,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,object
0xbe22,INDORES05DEL03,36.0,4.7,22.727021,75.884167,22.817021,75.974167,31-03-2022,22:15,22:20,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,object
0xc1ad,BHPRES06DEL03,38.0,4.7,23.232357,77.429989,23.262357,77.459989,15-02-2022,23:60,24:10,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,object
0xde2a,KOLRES11DEL02,36.0,5.0,22.577821,88.400581,22.657821,88.480581,18-02-2022,19:25,19:40,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,object
0xd9e1,AGRRES18DEL03,25.0,4.5,27.161694,78.034714,27.191694,78.064714,15-02-2022,23:35,23:50,Fog,Low,1,Buffet,scooter,0.0,No,Urban,object
0x5330,JAPRES08DEL03,36.0,4.8,26.910262,75.783013,27.000262,75.873013,20-03-2022,19:35,19:50,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,object
0x92b5,PUNERES11DEL02,30.0,4.5,18.533811,73.899315,18.553811,73.919315,11-03-2022,8:20,8:30,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,object
0x934b,BANGRES03DEL02,29.0,4.8,12.979166,77.640709,12.999166,77.660709,03-03-2022,8:55,9:05,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,object
0xd472,LUDHRES20DEL02,31.0,4.1,30.885915,75.788259,30.905915,75.808259,13-02-2022,8:35,8:40,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,object
0x8965,JAPRES16DEL02,34.0,4.1,26.849596,75.800512,26.979596,75.930512,16-03-2022,19:60,20:05,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,object
0xb02,INDORES12DEL02,38.0,4.8,22.74806,75.8934,22.87806,76.0234,10-03-2022,18:55,18:60,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,object
0xdb52,AURGRES09DEL02,31.0,4.7,19.874103,75.368419,20.004103,75.498419,18-02-2022,17:35,17:40,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,object
0xb1c9,VADRES19DEL02,21.0,4.7,22.311844,73.165081,22.391844,73.245081,29-03-2022,19:20,19:30,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Urban,object
0x2352,SURRES08DEL02,28.0,4.7,21.173343,72.792731,21.303343,72.922731,27-03-2022,18:40,18:55,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,object
0xadfa,HYDRES15DEL02,28.0,4.7,17.45971,78.368855,17.47971,78.388855,13-03-2022,9:45,9:55,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,object
0x1e48,INDORES09DEL03,30.0,4.7,22.725835,75.887648,22.755835,75.917648,17-03-2022,21:55,22:05,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x4d18,MUMRES15DEL01,39.0,4.6,19.176269,72.836721,19.186269,72.846721,17-03-2022,9:60,10:15,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,object
0x1d7e,MYSRES08DEL03,27.0,5.0,12.297954,76.665169,12.327954,76.695169,13-03-2022,21:50,21:55,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x3122,SURRES20DEL03,32.0,3.6,21.15276,72.778059,21.24276,72.868059,23-03-2022,20:50,20:60,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,object
0x224b,CHENRES19DEL01,31.0,3.7,12.986047,80.218114,13.056047,80.288114,14-03-2022,17:10,17:20,Stormy,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,object
0xae94,VADRES01DEL02,38.0,4.7,22.307898,73.167788,22.357898,73.217788,01-03-2022,23:20,23:35,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,object
0x4cc1,RANCHIRES03DEL02,34.0,4.6,0.0,0.0,0.08,0.08,04-03-2022,23:20,23:25,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x8e8f,HYDRES05DEL02,31.0,4.5,17.433809,78.386744,17.483809,78.436744,11-03-2022,22:40,22:50,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0x85d4,JAPRES09DEL01,37.0,5.0,26.911378,75.789034,26.951378,75.829034,17-03-2022,14:50,14:60,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,object
0x68b0,INDORES07DEL03,36.0,4.8,22.722634,75.886959,22.782634,75.946959,24-03-2022,22:30,22:40,Sunny,Low,2,Snack,scooter,1.0,No,Urban,object
0x4c05,BANGRES20DEL01,37.0,4.8,12.972161,77.596014,12.982161,77.606014,03-04-2022,10:15,10:20,Sunny,Low,2,Snack,motorcycle,1.0,No,Urban,object
0x4800,MUMRES12DEL01,36.0,4.6,19.207222,72.972281,19.277222,73.042281,04-03-2022,18:50,18:60,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x8858,INDORES07DEL02,24.0,4.9,22.722634,75.886959,22.742634,75.906959,11-03-2022,10:30,10:40,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,object
0xd835,KOCRES09DEL01,21.0,4.7,10.000706,76.349516,10.070706,76.419516,16-02-2022,21:45,21:55,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Urban,object
0xaf74,COIMBRES18DEL01,34.0,5.0,11.02091,76.940432,11.03091,76.950432,24-03-2022,11:55,12:10,Windy,High,1,Buffet,motorcycle,0.0,No,Urban,object
0x2941,JAPRES05DEL03,34.0,4.8,26.905287,75.794592,26.965287,75.854592,15-03-2022,17:30,17:35,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,object
0x3617,JAPRES16DEL01,29.0,4.6,26.849596,75.800512,26.859596,75.810512,30-03-2022,10:25,10:35,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,object
0x9e7c,VADRES14DEL03,28.0,4.7,22.311603,73.165012,22.341603,73.195012,21-03-2022,19:60,20:15,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,object
0xa0a2,MYSRES07DEL02,35.0,4.3,12.325461,76.632278,12.455461,76.762278,25-03-2022,18:50,18:60,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,object
0x2e2c,MUMRES02DEL03,23.0,4.5,19.221315,72.862381,19.251315,72.892381,01-03-2022,19:20,19:30,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,object
0xa8e5,MUMRES09DEL02,28.0,4.8,18.994049,72.825203,19.074049,72.905203,06-03-2022,19:40,19:45,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,object
0x5799,COIMBRES14DEL03,23.0,4.9,11.003681,76.975525,11.063681,77.035525,03-03-2022,18:30,18:35,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,object
0xaac3,RANCHIRES010DEL03,29.0,4.9,23.354422,85.3329,23.414422,85.3929,21-03-2022,22:25,22:30,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,object
0xa4d7,CHENRES19DEL01,39.0,5.0,12.986047,80.218114,12.996047,80.228114,30-03-2022,9:55,10:05,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,object
0x88e3,CHENRES03DEL02,33.0,4.6,13.091809,80.219104,13.141809,80.269104,30-03-2022,22:50,22:55,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Urban,object
0x2bf5,INDORES11DEL02,20.0,4.1,22.751234,75.88949,22.771234,75.90949,30-03-2022,9:60,10:05,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,object
0x6601,CHENRES18DEL02,29.0,4.7,12.981615,80.231598,13.061615,80.311598,16-03-2022,19:35,19:50,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x76f3,BANGRES19DEL03,23.0,4.7,12.914264,77.6784,12.974264,77.7384,03-03-2022,20:50,20:55,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xdf2f,LUDHRES05DEL03,27.0,4.4,30.905562,75.832841,30.935562,75.862841,11-02-2022,20:55,21:05,Sunny,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,object
0x6c1d,COIMBRES19DEL02,34.0,4.7,11.022298,76.998349,11.042298,77.018349,03-03-2022,10:55,11:05,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0x75e6,JAPRES12DEL01,38.0,4.8,26.902908,75.792934,26.912908,75.802934,21-03-2022,11:45,11:55,Sandstorms,High,0,Buffet,motorcycle,0.0,No,Metropolitian,object
0xdb08,ALHRES12DEL03,36.0,4.8,25.443994,81.860187,25.533994,81.950187,16-02-2022,17:55,18:10,Windy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,object
0xc79e,AGRRES14DEL01,21.0,4.9,27.16185,78.040165,27.20185,78.080165,13-02-2022,13:45,13:60,Sunny,High,1,Buffet,motorcycle,0.0,No,Urban,object
0xb68f,BANGRES04DEL01,39.0,4.6,12.98041,77.640489,13.02041,77.680489,05-03-2022,14:15,14:25,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,object
0x4ecf,VADRES01DEL01,34.0,4.9,22.307898,73.167788,22.417898,73.277788,29-03-2022,22:10,22:25,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,object
0x558f,BANGRES02DEL01,21.0,4.8,12.970221,77.645396,13.080221,77.755396,06-03-2022,18:55,18:60,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,object
0x7750,VADRES07DEL02,25.0,4.6,0.0,0.0,0.05,0.05,24-03-2022,21:40,21:55,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,object
0xbb71,COIMBRES18DEL01,34.0,4.7,11.02091,76.940432,11.03091,76.950432,03-03-2022,9:20,9:35,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,object
0x3ed3,BANGRES08DEL02,38.0,4.7,12.906229,77.596791,12.956229,77.646791,30-03-2022,19:15,19:20,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,object
0x5a16,PUNERES03DEL01,25.0,4.9,18.554382,73.798206,18.564382,73.808206,01-04-2022,11:35,11:40,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,object
0x2ceb,PUNERES05DEL03,27.0,4.4,18.543626,73.905101,18.633626,73.995101,20-03-2022,17:45,17:60,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,object
0x8051,MUMRES04DEL02,33.0,4.4,19.254567,72.848923,19.334567,72.928923,29-03-2022,18:10,18:15,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,object
0x808a,SURRES13DEL01,27.0,4.8,21.170096,72.789122,21.210096,72.829122,03-04-2022,15:40,15:50,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,object
0xc105,DEHRES010DEL03,30.0,5.0,-30.328174,78.049117,30.388174,78.109117,11-02-2022,20:10,20:20,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,object
0xc89b,AGRRES02DEL02,36.0,4.8,0.0,0.0,0.13,0.13,12-02-2022,20:50,21:05,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,object
0xcea3,KNPRES02DEL02,27.0,4.6,26.471617,80.313564,26.601617,80.443564,14-02-2022,22:20,22:35,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,object
0x8ee4,MUMRES11DEL01,37.0,4.9,18.994237,72.825553,19.004237,72.835553,28-03-2022,10:10,10:20,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x964f,HYDRES15DEL02,30.0,5.0,17.45971,78.368855,17.58971,78.498855,02-03-2022,23:35,23:40,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,object
0x7ce2,HYDRES08DEL03,36.0,5.0,17.438263,78.397865,17.528263,78.487865,12-03-2022,20:60,21:05,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x39ea,MYSRES09DEL02,26.0,4.8,12.323194,76.630583,12.403194,76.710583,31-03-2022,19:45,19:50,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,object
0xd35a,GOARES05DEL03,22.0,5.0,0.0,0.0,0.09,0.09,18-02-2022,21:20,21:30,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,object
0x620a,MYSRES07DEL02,25.0,4.6,12.325461,76.632278,12.375461,76.682278,21-03-2022,19:45,19:50,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,object
0x905c,CHENRES01DEL02,31.0,3.5,13.005801,80.250744,13.135801,80.380744,29-03-2022,23:20,23:35,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,object
0xb625,VADRES19DEL01,23.0,4.8,22.311844,73.165081,22.321844,73.175081,19-03-2022,9:35,9:45,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,object
0x6902,VADRES05DEL03,36.0,4.6,22.310526,73.170937,22.340526,73.200937,01-03-2022,23:15,23:20,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,object
0x58d2,PUNERES04DEL02,36.0,4.9,18.51421,73.838429,18.56421,73.888429,24-03-2022,17:40,17:55,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x80df,SURRES01DEL03,29.0,4.8,21.186438,72.794115,21.246438,72.854115,05-03-2022,22:35,22:40,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,object
